ico_name,ticker,platform,token,country,hardcap,softcap,raised,bounty_status,activy_status,twitter_status,bitcointalk_status,telegram_status,social_rating,profile_rating,team_rating_ib,team_rating_im,product_rating,vision_rating,icobench_rating,icomarks_rating,icobazaar_rating,aggregate_rating
AMICORUM.LIVE,AMI TOKEN,N/A,N/A,N/A,20000000 USD,3000000 USD,N/A,MEDIUM,HIGH,HIGH,MEDIUM,LOW,N/A,Benchy,4.0,N/A,5.0,4.0,2.8,9.1,-,2.8
Cryptoindex,CIX100,Ethereum,Utility,Malta,37000000 USD,3000000 USD,11037891 USD,-,MEDIUM,MEDIUM,-,MEDIUM,8,Benchy,3.8,10,3.7,4.1,-,-,-,3.9
Foresting HQ,PTON,N/A,N/A,N/A,N/A,N/A,N/A,-,VERY LOW,VERY LOW,-,MEDIUM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
Globatalent ICO,,N/A,N/A,N/A,N/A,N/A,N/A,VERY HIGH,HIGH,HIGH,VERY HIGH,LOW,N/A,N/A,N/A,N/A,N/A,N/A,3.7,8.3,-,N/A
EVE Coin,,N/A,N/A,N/A,N/A,N/A,N/A,LOW,LOW,LOW,VERY LOW,MEDIUM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,N/A
BitRewards,BIT,N/A,N/A,N/A,15000000 USD,3000000 USD,6583400 USD,HIGH,VERY LOW,VERY LOW,MEDIUM,MEDIUM,N/A,Benchy,4.5,N/A,4.4,4.2,-,-,-,4.3
ODEM,ODEM,Ethereum,ERC20,Switzerland,"180,000,000",N/A,4000000 USD,VERY HIGH,HIGH,HIGH,VERY LOW,LOW,8,Benchy,3.3,10,3.3,3.7,-,-,-,3.3
NextPakk,PAKKA,Stellar,Stellar,USA,52800000 USD,1000000 USD,N/A,LOW,-,-,LOW,MEDIUM,10,Benchy,4.6,10,4.4,4.6,4.4,9.6,-,4.4
Typerium,TYPE,N/A,N/A,N/A,40000000 USD,4500000 USD,500000 USD,LOW,VERY HIGH,VERY HIGH,LOW,VERY HIGH,N/A,Benchy,N/A,N/A,N/A,N/A,-,-,-,3.7
Arbitao,ATAO,ATAO,ATAO,UK,N/A,N/A,N/A,-,LOW,LOW,VERY LOW,-,6,Benchy,1.0,10,1.0,1.0,2.1,6.9,-,2.1
Midex,MDX,Ethereum,ERC20,Estonia,"75,000,000",N/A,22000000 USD,HIGH,LOW,LOW,-,-,8,Benchy,4.8,5,4.5,4.6,4.5,7.1,4.4,4.5
Jinbi,JNB,N/A,N/A,N/A,N/A,N/A,N/A,VERY HIGH,MEDIUM,MEDIUM,VERY HIGH,VERY LOW,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
EQUI,EQUITOKEN,N/A,N/A,N/A,N/A,N/A,N/A,VERY HIGH,-,-,VERY HIGH,-,N/A,N/A,N/A,N/A,N/A,N/A,2.7,6.3,-,N/A
eCoinomic ICO,CNC,N/A,N/A,N/A,N/A,N/A,N/A,MEDIUM,HIGH,HIGH,MEDIUM,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
EQUI,EQUITOKEN,N/A,N/A,N/A,N/A,N/A,N/A,VERY HIGH,-,-,VERY HIGH,-,N/A,N/A,N/A,N/A,N/A,N/A,2.7,6.3,-,N/A
MYDFS,MYDFS,Ethereum,ERC20,Ireland,20000000 USD,4000000 USD,N/A,VERY HIGH,LOW,LOW,VERY HIGH,-,10,Benchy,3.9,10,3.9,4.1,4.0,10.0,2.9,4.0
Cryptosolartech,CST,N/A,N/A,N/A,"71,400,000 EUR","983,733 EUR",68280620 USD,VERY HIGH,HIGH,HIGH,VERY HIGH,-,N/A,Benchy,5.0,N/A,5.0,4.0,-,-,-,3.4
HOMELEND,HMD,Ethereum,ERC20,Switzerland,30000000 USD,5000000 USD,N/A,VERY HIGH,LOW,LOW,VERY HIGH,-,6,Benchy,4.9,9,4.4,4.7,4.1,7.7,-,4.1
AVINOC,AVINOC,N/A,N/A,N/A,15000000 USD,8000000 USD,Unknown,VERY LOW,VERY HIGH,VERY HIGH,VERY LOW,HIGH,N/A,Benchy,3.7,N/A,3.4,3.8,-,-,-,3.7
TokenStars TEAM,TEAM,N/A,N/A,N/A,N/A,N/A,N/A,VERY HIGH,MEDIUM,MEDIUM,-,LOW,N/A,N/A,N/A,N/A,N/A,N/A,2.9,N/A,4.2,N/A
Sharpay,SHRP,Ethereum,ERC20,Belize,45000 ETH,3000000 USD,5973900 USD,VERY HIGH,MEDIUM,MEDIUM,HIGH,-,8,Benchy,4.6,10,4.5,4.7,-,-,-,4.6
Omnitude,ECOM,N/A,N/A,N/A,15700000 USD,10000000 USD,8000000 USD,LOW,HIGH,HIGH,LOW,MEDIUM,N/A,Benchy,4.5,N/A,4.2,4.4,-,-,-,4.3
CGCX,CGX,Ethereum,ERC20,Singapore,"1,000,000,000",5000000 USD,8809328 USD,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,MEDIUM,10,Benchy,N/A,10,N/A,N/A,-,-,-,4.0
Treon,TXO,Ethereum,ERC20,Estonia,25000000 USD,4000000 USD,1137000 USD,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,-,10,Benchy,3.2,10,3.2,2.7,3.5,9.8,-,3.5
CubeChain,QUB,N/A,N/A,N/A,N/A,N/A,N/A,-,LOW,LOW,VERY HIGH,-,N/A,N/A,N/A,N/A,N/A,N/A,3.7,6.1,-,N/A
ZEROSTATE,,Ethereum,ERC20,Belize,20000000 USD,4000000 USD,Unknown,HIGH,MEDIUM,MEDIUM,VERY HIGH,-,8,Benchy,3.9,10,3.6,3.7,3.8,8.9,-,3.8
Multiversum,MTV,Ethereum,ERC20,Belarus,35000000 USD,5000000 USD,21403270 USD,HIGH,HIGH,HIGH,-,-,10,Benchy,3.6,10,3.4,3.5,3.6,9.8,4.4,3.6
CoinJanitor,JAN,Ethereum,ERC20,Cyprus,7500000 USD,N/A,2500000 USD,HIGH,LOW,LOW,HIGH,LOW,7,Benchy,4.6,4,4.4,5.0,-,-,-,4.3
ZEROSTATE,,Ethereum,ERC20,Belize,20000000 USD,4000000 USD,Unknown,HIGH,MEDIUM,MEDIUM,VERY HIGH,-,8,Benchy,3.9,10,3.6,3.7,3.8,8.9,-,3.8
Tradelize,TDZ,Ethereum,ERC20,Georgia,30000000 USD,N/A,Unknown,HIGH,-,-,HIGH,LOW,7,Benchy,4.5,10,4.3,4.7,4.4,8.1,-,4.4
Payportal,,Ethereum,ERC20,India,24000 ETH,3000 ETH,Unknown,VERY HIGH,LOW,LOW,-,VERY LOW,8,Benchy,N/A,10,N/A,N/A,3.3,8.8,-,3.3
DECOIN,,Ethereum,ERC20,Ukraine,40080 ETH,N/A,Unknown,VERY HIGH,-,-,VERY HIGH,VERY HIGH,1,Benchy,3.4,9,2.4,3.0,4.1,9.3,-,2.5
Cosplay Token ICO,COT,N/A,N/A,N/A,N/A,N/A,N/A,VERY HIGH,VERY LOW,VERY LOW,VERY HIGH,MEDIUM,N/A,N/A,N/A,N/A,N/A,N/A,2.9,9.3,-,N/A
Safein,SFN,Ethereum,ERC20,Lithuania,21000000 USD,3000000 USD,N/A,VERY HIGH,-,-,-,LOW,9,Benchy,3.4,10,3.7,3.9,3.7,9.3,4.5,3.7
AirPod ICO,APOD,N/A,N/A,N/A,N/A,N/A,N/A,VERY HIGH,MEDIUM,MEDIUM,VERY HIGH,LOW,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
Verasity,,N/A,N/A,N/A,25000000 USD,4000000 USD,4000000 USD,VERY HIGH,VERY HIGH,VERY HIGH,LOW,LOW,N/A,Benchy,4.6,N/A,4.1,4.1,-,-,-,4.3
CargoCoin,CRGO,Ethereum,ERC223/ERC20,UK,N/A,N/A,N/A,HIGH,LOW,LOW,HIGH,LOW,9,N/A,N/A,10,N/A,N/A,4.0,9.0,-,N/A
EtherInc,ETI,N/A,N/A,N/A,22000000 USD,1000000 USD,Unknown,VERY HIGH,HIGH,HIGH,VERY HIGH,MEDIUM,N/A,Benchy,4.3,N/A,4.0,4.8,-,-,-,4.3
LendsBay,LBT,Ethereum,ERC20,Russia,1500000 USD,250000 USD,Unknown,-,HIGH,HIGH,LOW,LOW,8,Benchy,2.8,10,2.7,3.2,3.4,9.1,-,3.4
Humancoin,HUMA,Ethereum,ERC20,UK,26000000 USD,6000000 USD,6607055 USD,VERY HIGH,-,-,MEDIUM,VERY LOW,9,Benchy,4.6,10,4.4,4.7,4.5,9.3,-,4.5
Wemark,WMK,Ethereum,ERC20,Israel,16750 ETH,3250 ETH,Unknown,MEDIUM,MEDIUM,MEDIUM,-,LOW,9,Benchy,4.4,10,3.7,3.8,4.7,N/A,4.6,4.0
EVO,ETALON,N/A,N/A,N/A,8500000 USD,4000000 USD,Unknown,-,-,-,HIGH,MEDIUM,N/A,Benchy,5.0,N/A,4.7,4.9,4.4,8.9,-,4.4
FlipNpik,FNP,Ethereum,ERC20,France,"20,000,000 EUR",N/A,Unknown,VERY HIGH,HIGH,HIGH,VERY HIGH,LOW,8,Benchy,4.5,10,4.5,4.4,4.3,8.6,-,4.3
Centive,XTV,Ethereum,ERC20,British Virgin Islands,35000000 USD,N/A,Unknown,VERY HIGH,VERY LOW,VERY LOW,VERY LOW,-,10,Benchy,2.6,10,2.8,2.7,3.0,9.5,-,3.0
DreamTeam,DREAM,N/A,N/A,N/A,21000000 USD,2000000 USD,10106035 USD,-,MEDIUM,MEDIUM,-,-,N/A,Benchy,4.4,N/A,3.9,3.9,-,-,-,4.0
Kleros,PNK,Ethereum,ERC20,France,N/A,N/A,2501733 USD,-,VERY HIGH,VERY HIGH,MEDIUM,HIGH,9,Benchy,2.0,10,1.0,2.0,-,-,-,3.1
BitImage,BIM,Ethereum,ERC20,Seychelles,42000 ETH,2000 ETH,Unknown,VERY HIGH,LOW,LOW,VERY HIGH,LOW,9,Benchy,5.0,10,3.0,4.0,3.5,9.5,-,3.5
DNAtix,,Ethereum,ERC20,Israel,45000000 USD,1000000 USD,Unknown,-,LOW,LOW,-,VERY LOW,8,Benchy,4.5,9,5.0,5.0,4.0,8.1,-,4.0
Bitdepositary ICO,BDT,N/A,N/A,N/A,N/A,N/A,N/A,HIGH,-,-,HIGH,-,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,N/A
XTRIBE,XRBT,Ethereum,ERC20,Switzerland,25000000 USD,1000000 USD,Unknown,-,-,-,-,MEDIUM,10,Benchy,2.3,1,3.1,2.8,3.1,7.2,-,3.1
FLUX ICO,FLUX,N/A,N/A,N/A,N/A,N/A,N/A,VERY HIGH,LOW,LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,4.0,8.2,-,N/A
Birdchain,BIRD,Ethereum,ERC20,Estonia,10500 ETH,1500 ETH,1534291 USD,LOW,HIGH,HIGH,-,VERY HIGH,10,Benchy,4.4,10,3.7,4.5,-,-,-,4.1
FLUX ICO,FLUX,N/A,N/A,N/A,N/A,N/A,N/A,VERY HIGH,LOW,LOW,-,-,N/A,N/A,N/A,N/A,N/A,N/A,4.0,8.2,-,N/A
Slate,SLX,Slatechain,Utility,Canada,125000000 USD,20000000 USD,Unknown,MEDIUM,VERY LOW,VERY LOW,MEDIUM,-,9,Benchy,N/A,10,N/A,N/A,-,-,-,3.9
IAME Identity,IAM,N/A,N/A,N/A,"1,000,000","250,000",N/A,VERY HIGH,MEDIUM,MEDIUM,-,VERY LOW,N/A,Benchy,4.1,N/A,4.5,4.4,-,-,-,4.0
Inmediate,DIT,Zilliqa,ERC20,Singapore,16000000 USD,4000000 USD,5000000 USD,LOW,MEDIUM,MEDIUM,LOW,-,8,Benchy,5.0,10,4.0,5.0,-,-,-,4.1
Spokkz,SPOKKZ,Ethereum,ERC20,Singapore,12000000 USD,5000000 USD,N/A,-,MEDIUM,MEDIUM,-,LOW,10,Benchy,4.4,10,4.2,3.8,4.0,9.1,-,4.0
Nordcoin,NRDC,Ethereum,ERC20,Estonia,N/A,N/A,N/A,MEDIUM,-,-,MEDIUM,LOW,8,N/A,N/A,10,N/A,N/A,3.8,8.3,-,N/A
CryptoRevolution,CREV,Ethereum,ERC20,Malta,N/A,N/A,Unknown,-,LOW,LOW,MEDIUM,-,8,Benchy,2.0,10,2.0,4.0,3.7,7.7,-,3.7
StopTheFakes,STF,Ethereum,ERC20,Czech Republic,8500000 USD,675000 USD,400000 USD,VERY HIGH,LOW,LOW,-,VERY LOW,8,Benchy,4.0,10,3.8,4.2,4.0,9.1,-,4.0
Skychain,SKCH,N/A,N/A,N/A,"12,000,000","10,000,000",9815000 USD,MEDIUM,MEDIUM,MEDIUM,HIGH,LOW,N/A,Benchy,4.2,N/A,3.9,4.4,-,-,-,4.1
